open_time_us,open,high,low,close,volume,number_of_trades
2025-10-31 02:30:00-04:00,109691.18,109717.79,109517.49,109650.0,220.21757,60113
2025-10-31 03:00:00-04:00,109650.0,109807.9,109440.74,109676.24,277.08563,76294
2025-10-31 03:30:00-04:00,109676.24,109757.06,109266.58,109449.31,717.08014,95663
2025-10-31 04:00:00-04:00,109449.32,109876.17,109214.13,109830.83,432.07678,131190
2025-10-31 04:30:00-04:00,109830.82,110100.0,109672.0,110062.44,287.55679,99753
2025-10-31 05:00:00-04:00,110062.45,110450.0,109988.0,109998.84,423.86719,128790
2025-10-31 05:30:00-04:00,109998.84,110077.22,109807.89,109848.39,209.07143,71782
2025-10-31 06:00:00-04:00,109848.39,109950.0,109764.0,109846.49,171.50824,70056
2025-10-31 06:30:00-04:00,109846.5,110117.32,109710.08,109819.2,203.55938,79451
2025-10-31 07:00:00-04:00,109819.21,109869.55,109479.26,109521.37,262.36634,83553
2025-10-31 07:30:00-04:00,109521.38,110550.0,109461.53,110415.61,449.81679,109866
2025-10-31 08:00:00-04:00,110415.62,110681.0,110136.9,110170.08,494.17292,136231
2025-10-31 08:30:00-04:00,110170.08,110319.99,109619.94,109653.19,409.92847,114990
2025-10-31 09:00:00-04:00,109653.2,110240.0,109649.03,109922.59,255.89608,83522
2025-10-31 09:30:00-04:00,109922.59,110220.86,109366.91,110157.54,908.4242,227334
2025-10-31 10:00:00-04:00,110157.54,110575.74,109701.0,109805.08,759.96682,223805
2025-10-31 10:30:00-04:00,109805.08,111054.61,109590.46,110790.14,1727.27497,235497
2025-10-31 11:00:00-04:00,110790.14,111190.0,110396.91,110487.84,1023.65692,184640
2025-10-31 11:30:00-04:00,110487.84,110632.07,110132.02,110202.9,533.99652,158062
2025-10-31 12:00:00-04:00,110202.9,110300.0,109806.37,110112.72,444.97963,152119
2025-10-31 12:30:00-04:00,110112.71,110145.73,108671.25,108845.4,777.93251,179108
2025-10-31 13:00:00-04:00,108845.4,109226.63,108635.0,109042.51,728.33275,185156
2025-10-31 13:30:00-04:00,109042.5,109417.91,109016.99,109299.98,279.70654,125487
2025-10-31 14:00:00-04:00,109299.98,109542.16,109202.07,109232.0,198.57338,99074
2025-10-31 14:30:00-04:00,109232.01,109817.51,108974.76,109452.35,610.41256,143127
2025-10-31 15:00:00-04:00,109452.2,109939.72,109114.52,109780.01,318.49891,99617
2025-10-31 15:30:00-04:00,109780.01,110237.66,109777.06,109828.78,505.97433,128808
2025-10-31 16:00:00-04:00,109828.78,109828.79,109560.29,109687.91,346.05935,81587
2025-10-31 16:30:00-04:00,109687.91,109782.86,109438.12,109493.85,185.70435,63871
